codigoProduto;descricaoProduto;unidadeProduto;NCMProduto
52479;ALHO GRANULADO JIMBELE 50GR;UN;07129090  
64439;CHINELO HAVAIANAS SLIM ORGANIC PR.CINZA 37/38;UN;64022000  
51920;SHAMPOO PANTENE RESTAURACAO 175ML;UN;33051000  
64107;ALCOOL DA MAZA FLORAL 46 INPM 1LT;UN;22072019  
50929;CREME DE RICOTA DANUBIO 200GR;UN;04061090  
64440;CHINELO HAVAIANAS SLIM ORGANIC DOUR.GOLDEN 33/34;UN;64022000  
51491;SORV.JUNDIA PICOLE GREGO COOKIES 60GR;UN;21050010  
64114;BISC.KID LAT RECH.CHOC.COM MORANGO 137GR;UN;19059020  
52492;HAMBURGUER DEFUM.PERDIGAO CX.672GR;UN;16025000  
64445;DESINF.ALCOOL SUPER BOM 70 INPM AERO 300ML;UN;38089419  
51924;GARRAFA TERM.UNITERMI PRATA 0,30L REF.89005;UN;96170000  
64115;ESPARADRAPO STARLUX 1,2CM X 4,5M;UN;30059090  
50937;EVITA MOFO DURASOL LAVANDA POTE 80GR;UN;28272090  
64450;COBERTURA SELECTA LEITE COND.300GR;UN;21069090  
51507;CESTO COM TAMPA INPLAST REF.6677-64LT.;UN;39249000  
64122;MILHO VERDE BONDUELLE LATA 170GR;UN;20058000  
52521;ESC.DENTAL ORAL-B COMPLETE SV.MACIA 40 2 X 1;UN;96032100  
64453;ARROZ PARB.BLUE VILLE 1KG;UN;10063019  
51926;PAPRICA DOCE KININO 20GR;UN;09041200  
64128;BISC.COOKIE NESTLE PRESTIGIO GOTAS 60GR;UN;19053100  
50964;BALA TESOURITA DANILLA DANTOY 2GR.;UN;17049020  
64456;MAC.STA AMALIA COM OVOS E VEGETAIS PENA 500GR;UN;19021100  
51516;PANO DE PRATO LISBOA 47CM X 70CM-UN.;UN;63071000  
64130;SORVETE JUNDIA ACAI COM GUARANA FUZZY 1,5LT;UN;21069090  
52525;GOMA MENTOS PURE FRESH WINTERGREEN 4UN/6GR.;UN;21069050  
64469;ESTOJO ESCOLAR GOODIE POP COLORS REF.84;UN;42023200  
51931;CONTAINER RAINHA QUAD.5,5-REF.315;UN;39249000  
64131;SELETA DE LEGUMES FUGINI SACHE 170GR;UN;20059900  
50982;AGUA PRATA TONICA LATA 269ML;UN;22021000  
64479;GOMA TRIDENT SENSES ACID BLUEBERRY 5UN/8GR;UN;21069050  
51519;SELETA FUGINI NO VAPOR LATA 190G/160GR.;UN;20059900  
64138;CHOC.ARCOR SAB.MORANGO BARRA 80GR;UN;17049010  
52533;ESPINAFRE UN.;UN;07097000  
64483;TOALHA DE PAPEL LUAR 2UN;UN;48189090  
51960;ATUM 88 SOLIDO AO NATURAL LATA 120GR;UN;16042010  
64161;AMENDOIM JAPONES KIDOCURA 380GR;UN;20081100  
50990;PASTA POLIBRAS FERRAGEM FUME 230 X 335MM 160616;UN;42021210  
64485;SORVETE PICOLE MILK MONI UVA 62GR;UN;21050010  
51559;BISC.WAFER TODDY CHOCOLATE TRUFADO 132GR;UN;19053200  
64166;DOCE DIN DAN PE DE MOCA COM CHOCOLATE UN;UN;20079990  
52702;BISC.MARILAN COOKIES CHOC.GOTAS CHOC.80GR;UN;19053100  
64489;LOCAO HIDR.DAVENE OLEO DE COCO 180ML;UN;33072090  
51977;MAXMALLOWS  DOCILE BR.BAUNILHA 250GR;UN;17049020  
64173;CESTO FECHADO C/ TAMPA 30LTS SANTANA;UN;39249000  
51002;SAB.PALMOLIVE JASMIM E MANT.DE CACAU 85GR;UN;34011190  
64501;REFRIGERANTE COCA-COLA SEM ACUCAR PET.1,5LT;UN;22021000  
51570;BISC. LOOK WAFER DOCE DE LEITE 55GR;UN;19053200  
64177;BISC.RECH.DUCHEN MORANGO 123GR;UN;19053100  
52728;CREME DE CEBOLA APTI 68GR;UN;21041011  
64506;CHOCOLATE GAROTO BATON EXTRAMILK 16GR;UN;18063110  
51983;SAB.NIVEA TALCO & OLEO DE AMENDOAS 85GR;UN;34011190  
64180;GARRAFA TERMICA INVICTA LIDER 320ML;UN;96170010  
51004;COLORACAO CR.NIELY COR&TON CAST.C.D.5.3;UN;33059000  
64525;REFRIGERANTE FANTA MISTERIO LATA 350ML;UN;22021000  
51589;BATATA LAYS FRITA AMERICAN BARBECUE 86GR;UN;20052000  
64181;PORTA ESC.DE DENTE JAGUAR REF.1616/UN.;UN;39249000  
52729;BATATA PURA SALSA &  CEBOLA 50GR;UN;20052000  
64533;LAMPADA GALAXY LED BIVOLT 40W 6500K COD.4202A;UN;85395200  
51984;PENTE VIRGILI A-8/REF.706149;UN;96151900  
64194;AVENTAL CIA DO LAR FLANELADO 0,70 X 0,50CM;UN;39249000  
51018;REFRIGERANTE CITRUS PRATA VD.200ML;UN;22021000  
64543;PAPEL HIG.PERSONAL NEUTRO 30MT- LEVE 12 PAGUE 11UN;UN;48181000  
51607;BEBIDA JURUBEBA APERITIVO VD.600ML;UN;22060090  
64205;ABS.INTIMUS DAYS PROT.D.CUIDADO DIARIO 80UN;UN;96190000  
52736;ACHOC.PRONTO PIRAKIDS PIRACANJUBA 1LT.;UN;22029000  
64553;CHINELO HAVAIANAS TOP AZUL NAVAL 43/44.;UN;64022000  
51986;SAB.LIQ.INT.FLORES & VEGETAIS B.COPAIBA 250ML;UN;34012010  
64211;FRIGIDEIRA FRAN N22  MR. COOK;UN;76151900  
51026;LIMP.YPE MULTIUSO TIRA MANCHAS 500ML;UN;34025000  
64562;FIO DENTAL DENTIL ORIGINAL MENTA 100MT;UN;33062000  
51621;BISNAGA REQUEIJAO CLARA MILK 400GR;UN;04061090  
64214;PORTA CAIXINHA DE LEITE;UN;39241000  
52750;SAB.ALBANY INTENSIVA AM.D. E P.DO LEITE 85GR;UN;34011190  
64571;CUP NOODLES NISSIN SAB.FEIJOADA 67GR;UN;19023000  
51988;CHOC. TRENTO CREME 32GR;UN;19053200  
64218;CHICLE PLUTONITA ABRACO CONG.CX.180GR-40UN.;UN;17041000  
51035;SABAO EM PASTA UFE COCO 500GR;UN;34011900  
64578;ABS.INTIMUS ULTRAFINO ANTIBACTERIANA 14UN;UN;96190000  
51700;SUCO EM PO CAMP LAR.MAMAO E ACEROLA 15GR;UN;21069010  
64219;CHICLE PLUTONITA DENTADA ARDENTE CX.180GR-40UN.;UN;17041000  
52753;AMAC.P/ ROUPAS COMFORT CONC.INTENSIVO SACHE 900ML;UN;38099190  
64581;CR.P/PENTEAR SEDA JUNTINHOS BRILHO ENC.300ML;UN;33059000  
51999;PEDIGREE AO MOLHO SAB.CARNE AD.SACHE 100GR;UN;23099010  
64221;MILHO FUGINI SACHE 170GR;UN;20058000  
51045;LUVA LR 3/4 X 1/2 AKROS VIRGILI;UN;39174010  
64593;ESPREMEDOR DE ALHO BIG VISON UN.;UN;76151000  
51703;AJI-NO SHOYU 150ML;UN;21031010  
64228;DOCE BIRO BIRO CIDRA RALADA VD.400GR;UN;20089900  
52755;RACAO PARA CAES SILVERDOG 16% 7KG;UN;23091000  
64602;ESCOVA SANITARIA PAROLAR COM POTE REF.08008;UN;96039000  
52011;HAMBURGUER TEXAS BURGER 56GR;UN;16025000  
64229;DOCE BIRO BIRO LARANJA VD.400GR;UN;20089900  
51053;ADOCANTE ZERO CAL STEVIA 40GR;UN;21069090  
64607;LIXEIRA ARQPLAST P/ESCRITORIO MET.REF.25670-10LT;UN;39249000  
51814;CATCHUP ETTI TRAD.380GR;UN;21032010  
64251;POTE INVICTA NEWELL QUAD.VD.2LT;UN;70134900  
52762;ACHOC.EM PO NESCAU 3.0 LATA-380GR;UN;18069000  
64612;SACA ROLHA CATUAI 10,5CM;UN;73239900  
52019;ABS.ALWAYS SECA SEM ABAS SUPER PR.LAR.8UN.;UN;96190000  
64260;CERA INGLEZA LIQ. MAX ARDOSIA VERDE 750ML;UN;34052000  
51075;TEMP.EM AZEITE DE OLIVA EXTRA VIR.TRADICAO VD.500M;UN;15179010  
64614;BACIA KM PLAST 2,5LT-REF.1031;UN;39241000  
51817;FRALDA HUGGIES TRIPLA PROTECAO JUMBO XXG 22UN.;UN;96190000  
64269;CIGARRO BY LUXOR HARMONY BOX 20UN.;UN;24022000  
52768;KIBE DE BATATA TREVISAN COM CATUPIRY 400GR;UN;19022000  
64617;GUARDANAPOS FOLHALEV FLH DUPLA 22 X 23CM 50FLS;UN;48183000  
52024;SH.DOVE HIDRATACAO INT.OXIGENIO 200ML;UN;33051000  
64273;NESCAFE ORIGINAL EXTRAFORTE SACHE 40GR;UN;21011110  
51132;NESQUIK NESTLE MORANGO LATA 380GR;UN;17029000  
64627;ALCOOL LIQ.SANDEMIX 70 INPM 500ML;UN;22071090  
51841;MOLHO DE PIMENTA CAIPIRA KININO 150ML;UN;21039091  
64277;PO DE CAFE JOAO & MARIA TRADICIONAL 500GR;UN;09012100  
52805;BALA DANILLA DANTOY CATAVENTO 2GR.;UN;17049020  
64636;BATATA PALHA FUGINI EXTRA FINA 100GR;UN;20052000  
52030;GOMA TRIDENT SPERMINT 30,6GR.;UN;21069050  
64278;AP.PR.GILLETTE ULTRAGRIP 2 AZUL 3UN.;UN;82121020  
51134;ANTISSEPTICO BUCAL ICE FRESH MENTA 250ML;UN;33069000  
64646;ENX.ANTI.BUCAL CLOSEUP RED HOT 250ML;UN;33069000  
51873;CERVEJA IMPERIO PURO MALTE LATA 350ML;UN;22030000  
64282;ESPREMEDOR PLASUTIL REF.2828;UN;39241000  
52810;SUCO EM PO FRISCO MARACUJA 25GR;UN;21069010  
64649;IOG.VIGOR LIQUIDO VITAMINA  800GR;UN;04039000  
52080;TIGELA NADIR FIG.COM TAMPA COPO AM.600ML;UN;70134900  
64284;CIGARRO LUCKY STRIKE ORIG.RED 150 YEARS MACO 20UN.;UN;24022000  
51144;AMENDOIM BIRO-BIRO SALG.ALHO 200GR;UN;20081100  
64654;BISC.WAFER PASSATEMPO SAB.CHOCOLATE 110GR;UN;19041000  
51882;PORTA GUARDANAPO PLASULTIL REF.53775;UN;96040000  
64307;ACHOC.EM PO TODDY PROMO.800GR+CHOC.BR.300GR +1 COP;UN;18069000  
52812;SAB.PALMOLIVE OLEO N.CAMELIA E AM. 85GR;UN;34011190  
64661;CHINELO IPANEMA TEMAS INFANTIL RF.25479;UN;64022000  
52097;TEMP.KNORR MEU ASSADO SABOR CAIPIRA 23GR;UN;21039021  
64308;PATE LEVBEM SAB.QUEIJO 200GR;UN;21069090  
51145;FAROFA DE MANDIOCA FARIA VEGETARIANA 400GR;UN;19019090  
64678;ESCOVA DE TANQUE PLAST.FORTAO FERRINHO UN.;UN;96039000  
51900;LAPIS COR FABER-CASTELL GRATIS+BOR.+AP.;UN;96091000  
64317;COCADA BIRO-BIRO QUEIMADA BDJ.160GR;UN;20079990  
53048;CAD.MAXIMA LOUISE 194 X 275MM-96FLS.;UN;48202000  
64681;QUEIJO PARMESAO RALADO PRESIDENT 50G;UN;04062000  
52100;SAB.LUX GLIC.BOTANICALS ROSAS FRANCESAS 85GR;UN;34011190  
64319;PE DE MOCA BIRO-BIRO BDJ.160GR;UN;20079990  
51470;PIMENTA DO REINO EM GR. KININO MOEDOR 50GR;UN;09041100  
64683;BATATA FRITA FRITOP PICANHA C/ALHO 50GR;UN;20052000  
51909;VINAGRE PALHINHA ALCOOL COLORIDO 750ML;UN;22090000  
64326;CHOCOLATE STIKADINHO MORANGO 12,3GR;UN;18063210  
53052;SAB.JOHNSONS ILUMINADORA 90GR;UN;34011190  
64685;PAPEL HIG.FOLHA LEVE FL.DUPLA NEUTRO 4UN/30M;UN;48181000  
52120;MAC.NISSIN MIOJO YAKISSOBA TRAD.85GR;UN;19023000  
64332;PRATO ECO REFEICAO HOME PLAS REF.611;UN;39249000  
51482;CONJ.DE GARFO SIMONAGGIO REF.T262/3UN.;UN;82159910  
64691;BISC.TRIUNFO WAFER CHOCOLATE COM AVELA 105GR;UN;19053200  
51928;ABRACADEIRA R.S.F.VIRGILE 3/4 UN.-REF.208136;UN;73261100  
64340;ADOCANTE PO FINN STEVIA E TAUMATINA CX.50 ENV.30GR;UN;21069090  
53056;SAB.LUX GLIC.BOTANICALS BUQUE DE JASMIM 85GR;UN;34011190  
64693;BISC. DE POLVILHO BIRO BIRO ARGOLAO COM QUEIJO 140;UN;19053100  
52123;COND.MONANGE LISOS RADIANTES 350ML;UN;33059000  
64341;ADOCANTE PO FINN SUCRALOSE CX.50 ENV.30GR;UN;21069090  
51486;BALA GEL.DOCILE DENTES DE VAMPIRO 80GR;UN;17049020  
64696;AMENDOIM DOCE COM COCO  BIRO-BIRO POTE 125GR;UN;20081100  
51990;SABONETE NIVEA AVEIA 85GR;UN;34011190  
64345;CANETA PILOT 0,7 MM AZUL UN.;UN;96081000  
53099;SAB.LUX BOTANICALS ROSAS FRANCESAS 125GR;UN;34011190  
64710;CADERNO MAXIMA SPORT 10 MAT. 160FLS.;UN;48202000  
52127;CREME DE LEITE AURORA CX.200GR;UN;04015021  
64354;NUTELLA FERRERO VD.350GR;UN;18069000  
51488;PANELA DE PRESSAO PANELUX 4,5LT.;UN;76151000  
64720;PAPEL HIG.FOLHA LEVE FL.SIMPLES 16UN/30M;UN;48181000  
51992;ACTIMEL DANONE TRADICIONAL 100GR;UN;04039000  
64357;CADERNO MAXIMA ESP.200 X 275MM- MASC.80FLS;UN;48202000  
53112;BALA STA.FE PIPPER MAST.HORTELA 100UND- 500GR;UN;17049020  
64727;BATATA FRITA FRITOP FRANGO GRELHADO 50GR;UN;20052000  
52132;ACENDEDOR GEL PARANA 80 INPM 480GR;UN;96138000  
64359;MASSA MODELAR LEO & LEO 12 CORES 180GR;UN;34070010  
51493;CAIXA TERMICA GARDENLIFE 34LT.;UN;39231090  
64733;SUCO NECTAR  DAFRUTA UVA CX.1LT;UN;22029900  
52004;AMENDOIM BIRO-BIRO SALG.C/ PELE BACON 200GR;UN;20081100  
64363;SILICONE LIQUIDO LUXCAR 100ML;UN;39100090  
53113;DESINF.LYSOFORM BRUTO SUAVE 1LT;UN;38089419  
64741;LIXEIRA C/ TAMPA 5,5LT PRETA -REF.3067;UN;39249000  
52388;LEITE DE COCO SOCOCO MAIS COCO 200ML;UN;20098990  
64372;LIMP.DE AMBIENTES CONC.COALA ERVA DOCE 120ML;UN;33029019  
51521;TORRADA GALCHURRAS NATURAL 100GR;UN;19054000  
64751;ERVILHA E MILHO QUERO CX. 280GR;UN;20058000  
52008;LIXEIRA SANTANA BASCULANTE REF.315-5LT.;UN;39249000  
64386;ALGODAO ISACARE EM BOLAS 50GR;UN;30059090  
53156;SUCO PRONTO POMARIS LARANJA 2LT.;UN;20091900  
64755;FETTUCCINE PERDIGAO PERU C/BROCOLIS 350GR;UN;19023000  
52390;BISC.LIANE WAFFER CASADINHO 15GR;UN;19053200  
64387;DES.AERO ABOVE WOMEN DOLCE VITA 150ML;UN;33072010  
51522;DES.AERO REXONA MEN TORC.FANATICO 90GR/150ML;UN;33072010  
64771;SUCO NECTAR  DAFRUTA TANGERINA CX.1LT;UN;22029900  
52045;TORRADA VISCONTI INTEGRAL 120GR;UN;19054000  
64388;SALGADINHO CHEETOS LUA PARMESAO 125GR;UN;19041000  
53160;LIMP.VEJA GOLD LIMP.PESADA ORIG.20% DESC.500ML;UN;34025000  
64772;CIGARRO KENT BLUE SERIES TL BRA MACO 20UN.;UN;24022000  
52392;COLHER DE PAU STOLF 35CM/REF.006;UN;44199000  
64408;PAPEL MANTEIGA LIFE CLEAN 30CM X 7,5MT;UN;48064000  
51529;BISC.RENATA RECH.CHOC. DIVERTIX 112GR;UN;19053100  
64783;PA PARA LIXO ARQPLAST REF.25307;UN;39249000  
52074;PRATO DESC.FORFEST AZUL CL.REF.PRAC 15-10UN.;UN;39241000  
64415;PANO ALKLIN MULTIUSO ROLO 50UN;UN;56039240  
53164;LIMP.LIMPOL MULTIUSO CLASSICO 500ML;UN;34025000  
64790;SUCO NECTAR DAFRUTA GOIABA CX.1LT;UN;22029900  
52407;SAB.LUX BOTANICALS FLOR DE VERBENA 125GR;UN;34011190  
64417;PANO ESTAMPADO CASTILHO FELPUDO 40 X 60CM-UN;UN;63071000  
51538;COLORACAO CR.NIELY COR&TON L.C.CLARO 8.1;UN;33059000  
64793;PANO LIMP. LEVE ALKLIN 36X40CM 2UN AMARELO;UN;63079010  
52090;SUCO PRONTO DEL VALLE LIMAO FR.PET.1,5LT;UN;22021000  
64419;CHINELO HAVAIANAS TOP ANIMALS BEGE-ROSA 37/38.;UN;64022000  
53169;GARRAFA TERM.TERMOLAR MUNDIAL VERM.55848-500ML;UN;96170010  
64804;SUCO DE LARANJA MAGUARY 200ML;UN;22021000  
52413;CALDO MAGGI GALINHA 114GR;UN;21041011  
64421;BEBIDA LACTEA SHEFA AVEIA CX.1LT;UN;04039000  
51542;SUCO DE UVA TINTO PANIZZON 1,5LT;UN;20096100  
64810;SORV.KIBON MAGNUM AMENDOAS VEGANO 69GR;UN;21050010  
52110;BOMBOM BONOBON MORANGO E CREME 15GR;UN;19053200  
64426;AMAC.COMFORT CONC.OLEO DE ARGAN FIBER PRO.500ML;UN;38099190  
53170;TORRESMINHO BIRO BIRO SEMI-PRONTO 100GR;UN;19059090  
64812;COPO MEDIDOR 100ML REF.93.75.00;UN;39241000  
52422;CHA DR.OETKER FLORES E FR.SB.SILVESTRE CX.30GR;UN;21069090  
64427;FRALDA HUGGIES TRIPLA PROTECAO JUMBINHO XXG 12UN.;UN;96190000  
51549;BISC.LIANE CREAM CRACKER MANTEIGA 400GR;UN;19053100  
64818;RALINHO PARA PIA INOX ORIGINAL LINE;UN;73259910  
52111;OVO CAIPIRA AGRO. 12UN.;UN;04072100  
64437;CHINELO HAVAIANAS TOP ANIMALS BEGE-ROSA 39/40;UN;64022000  
53173;SAB.LUX LIQ.GLIC.BOTANICALS B.DE JASMIM 200ML;UN;34013000  
64823;GARRAFA SLEEVE PATATI PATATA 250ML;UN;39249000  
52427;LASANHA BOLONHESA AURORA  CX.600GR;UN;19022000  
64447;FOLHA DE ALUMINIO LIFE CLEAN 45CM X 4,0MT.;UN;76071990  
51551;REMOVEDOR DE ESMALTE ADV 100ML;UN;33043000  
64831;MOSTARDA PREMIUM JOAO E MARIA 190G;UN;21032010  
52115;PAO WICKBOLD DO FORNO ORIGINAL 500GR;UN;19059010  
64459;CARREGADOR V8 VIRGILI PEN TECH REF.C-15/800177;UN;85044010  
53178;PILAO COM SOCADOR BOA UN.;UN;76151000  
64844;COALA AUTO SPRAY LAVANDA 60ML;UN;33074900  
52442;PORTA SACO DE LEITE PLASVALE UND.;UN;39241000  
64467;AMOEBA ASCA TOYS 110GR;UN;95030099  
51565;BUCHA VIRGILI MULTI USO 06-5UN/REF.208301;UN;39269090  
64849;PETISCAO PALITO FINO MAST.DE COURO 10UN;UN;41151000  
52116;BOLO SANTA EDWIGES LARANJA 200GR;UN;19059090  
64476;AGUA SANITARIA SANDEMIX 5LT.;UN;28289011  
53183;BOLINHO BAUDUCCO DUO CHOCOLATE 27GR;UN;19059090  
64863;BARRA CEREAL TRIO NUTS AMEND.COCO E QUINOA 30GR;UN;20081900  
52446;SOPAO MAGGI GALINHA/LEGUMES 200GR;UN;21041011  
64477;CHOC.TRENTO BITES AO LEITE 120GR;UN;19053200  
51588;COND.GOTA DOURADA 7 ERVAS 340ML;UN;33059000  
64875;FITA CREPE ADERE 18MM X 50M UN.;UN;48114110  
52131;PANO DE PIA CIA DO LAR 25 X 40CM-UN.;UN;63071000  
64488;SUCO PRONTO DE LARANJA POR NATUREZA 900ML;UN;20091200  
53188;VASSOURA JULIANA PIACAVA N-05-UN.;UN;96031000  
64894;CHINELO HAVAIANAS SLIM ROMANCE BEGE PALH.VERMELHO;UN;64022000  
52453;SORV.KIBON MOUSSE CHOCOLATE 1,3LT.;UN;21050010  
64502;EXTRATO DE TOMATE XAVANTE VIDRO 190GR;UN;21032010  
51600;ODORIZANTE GLADE AERO L.INFANCIA OF.360ML;UN;33074900  
64896;SCHWEPPES VODKA & CITRUS PREMIUM LATA 310ML;UN;22021000  
52389;ACHOC.EM PO MAGICO SACHE 400GR.;UN;18069000  
64503;PO DE CAFE 3 CORACOES TRADICIONAL 250GR;UN;09012100  
53196;REGUA CRISTAL WALEU 30CM-UN.;UN;90172000  
64908;PASTILHAS FINI MORANGO MENTOLADO 14GR;UN;17049020  
52468;SEPARADOR COM TAMPA BRANCO REF.1215;UN;39241000  
64508;DES.AERO BOZZANO CARVAO AT.POWER PR.150ML/90GR;UN;33072010  
51803;ESPUMA DE BARB. BOZZANO P.S.190GR;UN;33071000  
64919;BISCOITO DE POLV.BIRO BIRO COALHADA C/ QUEIJO 90GR;UN;19059090  
52393;COCADA MISTA BIRO BIRO 200GR;UN;20079990  
64509;PALMITO CRISTALINA PICADO VD.270GR;UN;20089100  
53198;AMAC.PARA ROUPAS CANDURA CLASSICO 2LT;UN;38099190  
64923;IOGURTE VIGOR LARANJA/CENOURA E MEL VIV 150GR;UN;04032000  
52470;BALAS ARCOR TOFFES MORANGO COM CR.130GR;UN;17049020  
64511;SOBREMESA CHANDELLE DOCE DE LEITE 180GR;UN;19019090  
51813;REQUEIJAO DANUBIO CREM.LIGHT 220GR;UN;04061090  
64924;COALHADA VIGOR VIV 150GR;UN;04039000  
52396;ALGODAO BELLACOTON DISCOS 50UN.;UN;56012110  
64516;CIGARRO EITY BLUE MACO 20UN;UN;24022000  
53199;SABONETE PROTEX SUAVE 85GR;UN;34011190  
64928;PAPEL SULFITE CHAMEQUINHO AMARELO A4 100FLS.;UN;48025610  
52476;CHOC. HERSHEYS MAIS AMENDOIM 115GR;UN;19053200  
64526;REFRIGERANTE FANTA MISTERIO PET 600ML;UN;22021000  
51825;CADEADO DE LATAO MAC.GOLD G-20-UN.;UN;83011000  
64933;PALMITO TIO PACO PICADO VD.300GR;UN;20089100  
52406;BOLA SAGA FUTEBOL CAMPO PREMIUM UN.;UN;95066200  
64527;REPELENTE NO INSET AERO 150ML/111GR;UN;38089199  
53205;SABONETE PROTEX LIMPEZA PROFUNDA 85GR;UN;34011190  
64936;BISCOITO WAFER TRIUNFO MORANGO 105GR;UN;19053200  
52488;BISC.RENATA RECH.MORANGO DIVERTIX 112GR;UN;19053100  
64529;COPO DESC.COPOMAIS 180ML/100UN.;UN;39241000  
51840;NESCAFE DOLCE GUSTO RISTRETTO CX.104GR;UN;09012100  
64938;MAC.STA AMALIA C/OVOS BOCA DE LEAO 500GR;UN;19021100  
52410;SAB.LUX BOTANICALS BUQUE DE JASMIM 125GR;UN;34011190  
64551;CAFE SOLUVEL PILAO SACHE 50GR;UN;21011110  
53220;AMENDOIM STA.HELENA MENDORATO JAPONES 27GR;UN;20081100  
64941;ESPUMANTE SALTON DEMI-SEC BR.VD.750ML;UN;22041090  
52499;DES.AERO DOVE INVISIBLE DRY 89G/150ML;UN;33072010  
64558;SALG.TORCIDA SAB.FLAMIN HOT 70GR;UN;19059090  
51869;AGUA DE COCO PURO COCO 1LT.;UN;20098000  
64945;LAVA ROUPAS LIQ.BRILHANTE LIMP.TOTAL SACHE 900ML;UN;34025000  
52414;ESSENCIA LIMPA MAIS VIOLETA 120ML;UN;33012990  
64560;MINI KIBE COM REQUEIJAO  HUM BOCADO 1KG;UN;16025000  
53222;LAVA MAMADEIRA NYLON DUA -0121;UN;96039000  
64953;SUCO NECTAR  DAFRUTA PESSEGO CX.1LT;UN;22029900  
52500;VELA PARA FILTRO CRISTALINA UN.;UN;69120000  
64561;ESCOVA D.DENTIL BLACK SENSITIVE MACIA PREM.2UN;UN;96032100  
51888;PIRULITO MINI CORACAO MIGUELITO 200GR;UN;21069050  
64958;BISC.VITARELLA DELICITA CRISTAL 414GR;UN;19053100  
52435;CHOCOLATE NESTLE GALAK 20GR;UN;18063210  
64569;ENERG.DRINK FLYING HORSE PET 1LT;UN;22029900  
53225;REFRIGERANTE FANTA GUARANA PET 200ML;UN;22021000  
64965;AGUA TONICA ANTARTICA SEM ACUCARES 1LT;UN;22021000  
52503;SUCO PRONTO DEL VALLE FRESH LARANJA PET 200ML;UN;22021000  
64572;CANETA PILOT BP-1 INOX 1.0 UN;UN;96081000  
51908;FUBA FARIA 500GR;UN;11022000  
64967;SABONETE LUCRETIN LIQ.NEUTRO 200ML;UN;34013000  
52438;BISCOITO WAFER DADINHO 130GR;UN;19053200  
64585;AMACIANTE PARA ROUPAS COMFORT BRISA TROP.1,8LT;UN;38099190  
53227;BISCOITO MABEL MAIZENA 400GR;UN;19053100  
64969;CERA INGLEZA MAXX AMARELA 750ML;UN;34052000  
52504;SUCO PRONTO CAMPO LARGO MACA 1.35L;UN;20097100  
64589;MASSAS PARA PIZZA MEZZANI BROTINHO 300GR;UN;19021900  
51911;LAVA LOUCAS ESFRELUX CLEAR 500ML;UN;34022000  
64970;GARRAFA TERMICA SOPRANO LOTUS PRETA 1LT;UN;96170010  
52444;GARRAFA TERM.TERMOLAR PERSONAL AZ.500ML;UN;96170010  
64600;BACIA SANTANA REF.036-10LT;UN;39249000  
53378;SABAO EM PO ASSIM TRIPLACAO SACHE 1,9KG;UN;34022000  
64972;GARRAFA TERMICA SOPRANO LOTUS AMARELA 1LT;UN;96170010  
52508;ODOR.DE AMB.GLADE A.C.TANG.E CRAVO REFIL 12ML;UN;33074900  
64603;ESCOVA MADEIRA PAROLAR REF.00235;UN;44170090  
51914;CHA DR.OETKER MACA E CANELA CX.10GR.;UN;21069090  
64976;QUINOA FACIL GRINGS PESTO 100GR;UN;10085090  
52451;ABRIDOR PARA GARRAFAS REFOR.VIEL COD.3101;UN;82055100  
64604;FRIGIDEIRA ERCA ALUMINIO REF.071 HOME 22;UN;76151000  
53383;CHOC.HERSHEYS AO LEITE BARRA 92GR;UN;18063210  
64982;SABONETE MOTIVUS ENCANTO 90GR;UN;34011190  
52524;KIMELEKA SLIME ART KIDS ACRILEX 180GR;UN;95030080  
64613;COPO PLASDURAN CHUQUINHA REF.470124-250ML;UN;39249000  
51918;ODORIZADOR GLADE LAV.RF.50% 12,0ML/9G-2UN.;UN;33074900  
64994;BISC.TRIUNFO CEREAL MIX AVEIA E MEL 135GR;UN;19053100  
52455;MAXMALLOWS  DOCILE TWIST COLOR 1-50GR;UN;17049020  
64621;MOSTARDA CAMPO BELO 200GR;UN;21033021  
53394;AMIDO DE MILHO APTI CX.200GR;UN;11081200  
65016;LIMP.CIF CREMOSO LARANJA 450ML;UN;34054000  
52528;CADERNETA BEST ESPIRAL 1/16-07 X 10CM-40FLS.;UN;48202000  
64623;AMACIANTE DE ROUPAS BABY SOFT T.DE CUIDADO 5LT;UN;38099190  
51919;CHA DR.OETKER CAPIM CID.LIM.& GENGIBRE CX.15GR;UN;21069090  
65020;MAC.SANTA AMALIA SEMOLA TAGLIARINI 500GR;UN;19021900  
52456;DES.REXONA ROLL-ON MEN SEM PERFUME 50ML;UN;33072010  
64624;DES.AERO BOZZANO DRY PROT.SECA 150ML/90GR;UN;33072010  
53421;CESTA P/ PRENDEDOR SANTEC UN;UN;39249000  
65033;DES.AERO ABOVE MEN ELEMENTS OCEAN 150ML;UN;33072010  
52537;COPO PLASUTIL COM CANUDO CARROS REF.7418;UN;39241000  
64626;AP.PR.GILLETTE VENUS SIMPLY 3 1 UN.;UN;82121020  
51932;RECIBO COM.SAO DOMINGOS 50FLS;UN;48201000  
65034;DES.AERO ABOVE MEN TEEN BOY CLINICAL 150ML;UN;33072010  
52460;LEITE COND.ITAMBE SEMIDESNATADO  CX.395GR;UN;04029900  
64629;CHOC.TORTUGUITA BAUNILHA 15,5GR;UN;18069000  
53423;BISC. LOOK WAFER NAPOLITANO 55GR;UN;19053200  
65036;SABAO YPE GLICERINADO FRESH C.OD.VERDE 180GR;UN;34011900  
